episode,total_reward,epsilon,loss,episode_length
144,0,0.483444593917636,2.0232481956481934,128
145,-320,0.4810273709480478,2.0232481956481934,358
146,-60,0.47862223409330756,2.0232481956481934,25
147,-149,0.47622912292284103,2.0232481956481934,96
148,-59,0.4738479773082268,2.0232481956481934,26
149,-162,0.47147873742168567,2.0232481956481934,68
150,-412,0.46912134373457726,2.0232481956481934,496
151,-39,0.46677573701590436,-4.126986026763916,335
152,-64,0.46444185833082485,-4.126986026763916,163
153,-76,0.46211964903917074,-4.126986026763916,111
154,-26,0.4598090507939749,-4.126986026763916,25
155,-622,0.457510005540005,-4.126986026763916,234
156,66,0.45522245551230495,-4.126986026763916,106
157,-54,0.4529463432347434,-4.126986026763916,28
158,-183,0.4506816115185697,-4.126986026763916,225
159,-430,0.4484282034609769,7.050731182098389,349
160,-36,0.446186062443672,7.050731182098389,129
161,46,0.4439551321314536,7.050731182098389,133
162,-512,0.4417353564707963,7.050731182098389,289
163,-555,0.43952667968844233,7.050731182098389,450
164,8,0.43732904629000013,7.050731182098389,85
165,-83,0.4351424010585501,7.050731182098389,107
166,-478,0.43296668905325736,7.050731182098389,407
167,-394,0.43080185560799106,4.764723300933838,240
168,-22,0.4286478463299511,4.764723300933838,122
169,-624,0.42650460709830135,4.764723300933838,336
170,-375,0.42437208406280985,4.764723300933838,311
171,-122,0.4222502236424958,4.764723300933838,41
172,-60,0.42013897252428334,4.764723300933838,21
173,-129,0.4180382776616619,4.764723300933838,263
174,159,0.4159480862733536,4.764723300933838,175
175,-209,0.41386834584198684,-0.6529945731163025,371
176,-17,0.4117990041127769,-0.6529945731163025,61
177,-110,0.40974000909221303,-0.6529945731163025,160
178,103,0.40769130904675194,-0.6529945731163025,162
179,-897,0.40565285250151817,-0.6529945731163025,500
180,-455,0.4036245882390106,-0.6529945731163025,341
181,-94,0.4016064652978155,-0.6529945731163025,59
182,-206,0.3995984329713264,-0.6529945731163025,253
183,-697,0.3976004408064698,-3.6945505142211914,436
184,-115,0.39561243860243744,-3.6945505142211914,153
185,-386,0.3936343764094253,-3.6945505142211914,411
186,-358,0.39166620452737816,-3.6945505142211914,243
187,-57,0.3897078735047413,-3.6945505142211914,30
188,-165,0.3877593341372176,-3.6945505142211914,98
189,-30,0.3858205374665315,-3.6945505142211914,10
190,-44,0.38389143477919885,-3.6945505142211914,257
191,-173,0.3819719776053028,2.1198370456695557,245
192,29,0.3800621177172763,2.1198370456695557,40
193,-75,0.37816180712868996,2.1198370456695557,39
194,-696,0.37627099809304654,2.1198370456695557,342
195,94,0.3743896431025813,2.1198370456695557,183
196,51,0.37251769488706843,2.1198370456695557,89
197,-126,0.3706551064126331,2.1198370456695557,70
198,-191,0.36880183088056995,2.1198370456695557,87
199,-293,0.3669578217261671,-3.689666748046875,251
200,-241,0.36512303261753626,-3.689666748046875,225
201,-219,0.3632974174544486,-3.689666748046875,215
202,-104,0.3614809303671764,-3.689666748046875,104
203,94,0.3596735257153405,-3.689666748046875,144
204,-868,0.3578751580867638,-3.689666748046875,440
205,28,0.35608578229633,-3.689666748046875,46
206,-724,0.3543053533848483,-3.689666748046875,317
207,-17,0.35253382661792404,-6.915546417236328,26
208,71,0.3507711574848344,-6.915546417236328,47
209,-335,0.34901730169741024,-6.915546417236328,264
210,-426,0.3472722151889232,-6.915546417236328,186
211,-972,0.3455358541129786,-6.915546417236328,373
212,34,0.3438081748424137,-6.915546417236328,107
213,-60,0.3420891339682016,-6.915546417236328,249
214,-504,0.3403786882983606,-6.915546417236328,332
215,-22,0.3386767948568688,13.896693229675293,141
216,-68,0.33698341088258443,13.896693229675293,175
217,-137,0.3352984938281715,13.896693229675293,78
218,-692,0.33362200135903064,13.896693229675293,270
219,188,0.33195389135223546,13.896693229675293,181
220,-5,0.3302941218954743,13.896693229675293,118
221,-281,0.32864265128599696,13.896693229675293,216
222,393,0.326999438029567,13.896693229675293,206
223,-10,0.3253644408394192,5.631651878356934,360
224,-281,0.3237376186352221,5.631651878356934,306
225,-498,0.322118930542046,5.631651878356934,244
226,-83,0.32050833588933575,5.631651878356934,24
227,-230,0.31890579420988907,5.631651878356934,218
228,-156,0.3173112652388396,5.631651878356934,107
229,-187,0.3157247089126454,5.631651878356934,200
230,11,0.3141460853680822,5.631651878356934,145
231,43,0.3125753549412418,0.7905991077423096,81
232,-515,0.31101247816653554,0.7905991077423096,346
233,25,0.30945741577570285,0.7905991077423096,111
234,-82,0.3079101286968243,0.7905991077423096,260
235,-103,0.3063705780533402,0.7905991077423096,77
236,-212,0.30483872516307353,0.7905991077423096,147
237,-38,0.3033145315372582,0.7905991077423096,308
238,-251,0.3017979588795719,0.7905991077423096,75
239,-19,0.30028896908517405,7.0021538734436035,44
240,-171,0.2987875242397482,7.0021538734436035,306
241,-147,0.29729358661854943,7.0021538734436035,106
242,-382,0.29580711868545667,7.0021538734436035,496
243,-223,0.2943280830920294,7.0021538734436035,218
244,34,0.29285644267656924,7.0021538734436035,26
245,-659,0.2913921604631864,7.0021538734436035,392
246,40,0.28993519966087045,7.0021538734436035,78
247,-47,0.2884855236625661,-2.340394973754883,19
248,4,0.28704309604425327,-2.340394973754883,100
249,-111,0.285607880564032,-2.340394973754883,153
250,-531,0.28417984116121187,-2.340394973754883,397
251,-16,0.2827589419554058,-2.340394973754883,77
252,42,0.28134514724562876,-2.340394973754883,32
253,67,0.2799384215094006,-2.340394973754883,61
254,-221,0.27853872940185365,-2.340394973754883,57
255,-182,0.27714603575484437,0.007570743560791016,429
256,-24,0.2757603055760701,0.007570743560791016,143
257,-191,0.2743815040481898,0.007570743560791016,286
258,-69,0.2730095965279488,0.007570743560791016,136
259,-1587,0.27164454854530906,0.007570743560791016,500
260,-38,0.2702863258025825,0.007570743560791016,46
261,102,0.2689348941735696,0.007570743560791016,88
262,-111,0.26759021970270175,0.007570743560791016,88
263,-323,0.2662522686041882,1.0053741931915283,209
264,-217,0.2649210072611673,1.0053741931915283,376
265,-32,0.26359640222486147,1.0053741931915283,13
266,-707,0.26227842021373715,1.0053741931915283,293
267,133,0.2609670281126685,1.0053741931915283,62
268,-36,0.25966219297210513,1.0053741931915283,94
269,-415,0.2583638820072446,1.0053741931915283,167
270,-274,0.2570720625972084,1.0053741931915283,412
271,58,0.25578670228422234,3.6658949851989746,429
272,-253,0.25450776877280124,3.6658949851989746,293
273,93,0.2532352299289372,3.6658949851989746,44
274,180,0.2519690537792925,3.6658949851989746,274
275,56,0.2507092085103961,3.6658949851989746,28
276,-177,0.2494556624678441,3.6658949851989746,197
277,-362,0.24820838415550486,3.6658949851989746,480
278,-141,0.24696734223472733,3.6658949851989746,98
279,38,0.2457325055235537,2.6174097061157227,21
280,-638,0.24450384299593592,2.6174097061157227,381
281,10,0.24328132378095624,2.6174097061157227,20
282,-70,0.24206491716205145,2.6174097061157227,345
283,-213,0.2408545925762412,2.6174097061157227,181
284,-629,0.23965031961336,2.6174097061157227,372
285,-75,0.2384520680152932,2.6174097061157227,25
286,-194,0.23725980767521673,2.6174097061157227,58
287,-124,0.23607350863684065,8.538654327392578,211
288,-31,0.23489314109365644,8.538654327392578,235
289,125,0.23371867538818816,8.538654327392578,159
290,-60,0.23255008201124722,8.538654327392578,14
291,64,0.231387331601191,8.538654327392578,67
292,-122,0.23023039494318503,8.538654327392578,149
293,-617,0.2290792429684691,8.538654327392578,500
294,-236,0.22793384675362674,8.538654327392578,274
295,-91,0.22679417751985861,-1.5032658576965332,76
296,-37,0.22566020663225933,-1.5032658576965332,234
297,-225,0.22453190559909803,-1.5032658576965332,218
298,-206,0.22340924607110255,-1.5032658576965332,399
299,-180,0.22229219984074702,-1.5032658576965332,170
300,19,0.2211807388415433,-1.5032658576965332,36
301,-276,0.22007483514733558,-1.5032658576965332,412
302,-155,0.2189744609715989,-1.5032658576965332,352
303,-67,0.2178795886667409,3.9290285110473633,321
304,-175,0.2167901907234072,3.9290285110473633,170
305,-822,0.21570623976979014,3.9290285110473633,500
306,52,0.21462770857094118,3.9290285110473633,62
307,-42,0.21355457002808648,3.9290285110473633,386
308,126,0.21248679717794605,3.9290285110473633,105
309,-58,0.21142436319205632,3.9290285110473633,63
310,0,0.21036724137609603,3.9290285110473633,204
311,-254,0.20931540516921554,-0.03841817378997803,266
312,-276,0.20826882814336947,-0.03841817378997803,207
313,-132,0.20722748400265262,-0.03841817378997803,58
314,-321,0.20619134658263935,-0.03841817378997803,260
315,-258,0.20516038984972615,-0.03841817378997803,211
316,-12,0.2041345879004775,-0.03841817378997803,17
317,-131,0.2031139149609751,-0.03841817378997803,24
318,-331,0.20209834538617025,-0.03841817378997803,359
319,-910,0.2010878536592394,0.61327064037323,500
320,-126,0.2000824143909432,0.61327064037323,75
321,-69,0.19908200231898848,0.61327064037323,33
322,-59,0.19808659230739353,0.61327064037323,94
323,32,0.19709615934585656,0.61327064037323,278
324,-870,0.19611067854912728,0.61327064037323,500
325,-162,0.19513012515638165,0.61327064037323,353
326,59,0.19415447453059972,0.61327064037323,62
327,-557,0.19318370215794672,1.7493042945861816,500
328,-781,0.192217783647157,1.7493042945861816,500
329,451,0.1912566947289212,1.7493042945861816,180
330,26,0.1903004112552766,1.7493042945861816,37
331,-169,0.18934890919900021,1.7493042945861816,212
332,-82,0.18840216465300522,1.7493042945861816,11
333,-173,0.18746015382974018,1.7493042945861816,500
334,-64,0.1865228530605915,1.7493042945861816,155
335,-128,0.18559023879528855,-0.8139429688453674,224
336,-157,0.1846622876013121,-0.8139429688453674,155
337,-1538,0.18373897616330553,-0.8139429688453674,500
338,-501,0.182820281282489,-0.8139429688453674,328
339,-2,0.18190617987607657,-0.8139429688453674,77
340,-442,0.18099664897669618,-0.8139429688453674,500
341,-75,0.1800916657318127,-0.8139429688453674,224
342,46,0.17919120740315364,-0.8139429688453674,128
343,-164,0.17829525136613786,-0.694280743598938,150
344,4,0.17740377510930716,-0.694280743598938,58
345,26,0.17651675623376062,-0.694280743598938,36
346,-41,0.1756341724525918,-0.694280743598938,199
347,-350,0.17475600159032884,-0.694280743598938,237
348,-512,0.17388222158237718,-0.694280743598938,191
349,-30,0.1730128104744653,-0.694280743598938,91
350,-64,0.17214774642209296,-0.694280743598938,124
351,-49,0.1712870076899825,1.5337570905685425,133
352,72,0.17043057265153258,1.5337570905685425,104
353,-920,0.16957841978827493,1.5337570905685425,496
354,-143,0.16873052768933355,1.5337570905685425,114
355,-189,0.1678868750508869,1.5337570905685425,222
356,159,0.16704744067563246,1.5337570905685425,101
357,-177,0.1662122034722543,1.5337570905685425,311
358,-600,0.16538114245489302,1.5337570905685425,352
359,-14,0.16455423674261854,3.9521892070770264,72
360,-2,0.16373146555890544,3.9521892070770264,73
361,-295,0.16291280823111093,3.9521892070770264,186
362,-343,0.16209824418995536,3.9521892070770264,154
363,-90,0.16128775296900558,3.9521892070770264,103
364,115,0.16048131420416054,3.9521892070770264,241
365,-466,0.15967890763313974,3.9521892070770264,283
366,-471,0.15888051309497406,3.9521892070770264,221
367,-10,0.1580861105294992,0.8290282487869263,83
368,45,0.1572956799768517,0.8290282487869263,235
369,76,0.15650920157696743,0.8290282487869263,142
370,-287,0.1557266555690826,0.8290282487869263,144
371,-216,0.1549480222912372,0.8290282487869263,421
372,-696,0.15417328217978102,0.8290282487869263,407
373,-53,0.1534024157688821,0.8290282487869263,44
374,14,0.1526354036900377,0.8290282487869263,38
375,-430,0.1518722266715875,-2.1783478260040283,315
376,7,0.15111286553822956,-2.1783478260040283,39
377,-44,0.15035730121053842,-2.1783478260040283,196
378,-444,0.14960551470448571,-2.1783478260040283,209
379,22,0.14885748713096328,-2.1783478260040283,26
380,-78,0.14811319969530845,-2.1783478260040283,262
381,-50,0.1473726336968319,-2.1783478260040283,16
382,-616,0.14663577052834775,-2.1783478260040283,359
383,-14,0.14590259167570602,1.8196970224380493,47
384,-139,0.1451730787173275,1.8196970224380493,242
385,-185,0.14444721332374086,1.8196970224380493,273
386,-1056,0.14372497725712216,1.8196970224380493,500
387,-371,0.14300635237083656,1.8196970224380493,335
388,39,0.14229132060898236,1.8196970224380493,38
389,-192,0.14157986400593744,1.8196970224380493,245
390,-231,0.14087196468590776,1.8196970224380493,169
391,-264,0.14016760486247823,-3.8490724563598633,403
392,26,0.13946676683816583,-3.8490724563598633,84
393,-416,0.138769433003975,-3.8490724563598633,330
394,-319,0.13807558583895513,-3.8490724563598633,193
395,-316,0.13738520790976036,-3.8490724563598633,452
396,-35,0.13669828187021155,-3.8490724563598633,49
397,-1096,0.13601479046086049,-3.8490724563598633,500
398,168,0.1353347165085562,-3.8490724563598633,75
399,-538,0.1346580429260134,-5.436671733856201,214
400,-933,0.13398475271138335,-5.436671733856201,500
401,-828,0.13331482894782642,-5.436671733856201,500
402,-770,0.13264825480308728,-5.436671733856201,500
403,27,0.13198501352907185,-5.436671733856201,250
404,-161,0.1313250884614265,-5.436671733856201,170
405,-306,0.13066846301911936,-5.436671733856201,200
406,-588,0.13001512070402377,-5.436671733856201,341
407,-458,0.12936504510050365,-10.8770751953125,299
408,-116,0.12871821987500112,-10.8770751953125,203
409,-1149,0.12807462877562611,-10.8770751953125,378
410,-121,0.12743425563174798,-10.8770751953125,315
411,29,0.12679708435358925,-10.8770751953125,305
412,-622,0.1261630989318213,-10.8770751953125,347
413,-320,0.1255322834371622,-10.8770751953125,280
414,-498,0.12490462201997637,-10.8770751953125,442
415,-6,0.1242800989098765,0.87275230884552,34
416,-510,0.12365869841532712,0.87275230884552,252
417,173,0.12304040492325048,0.87275230884552,87
418,-929,0.12242520289863423,0.87275230884552,421
419,-389,0.12181307688414106,0.87275230884552,229
420,57,0.12120401149972035,0.87275230884552,134
421,-909,0.12059799144222175,0.87275230884552,420
422,25,0.11999500148501063,0.87275230884552,47
423,-312,0.11939502647758558,-13.797205924987793,213
424,120,0.11879805134519765,-13.797205924987793,143
425,-385,0.11820406108847166,-13.797205924987793,284
426,-150,0.1176130407830293,-13.797205924987793,248
427,-178,0.11702497557911415,-13.797205924987793,230
428,75,0.11643985070121858,-13.797205924987793,109
429,-181,0.11585765144771248,-13.797205924987793,157
430,10,0.11527836319047392,-13.797205924987793,18
431,-232,0.11470197137452155,3.44311785697937,181
432,-325,0.11412846151764894,3.44311785697937,129
433,65,0.1135578192100607,3.44311785697937,122
434,-156,0.11299003011401039,3.44311785697937,170
435,-77,0.11242507996344034,3.44311785697937,94
436,-252,0.11186295456362313,3.44311785697937,241
437,-106,0.11130363979080501,3.44311785697937,189
438,-299,0.11074712159185099,3.44311785697937,204
439,114,0.11019338598389174,2.840178966522217,258
440,-290,0.10964241905397228,2.840178966522217,98
441,-1003,0.10909420695870241,2.840178966522217,475
442,-151,0.1085487359239089,2.840178966522217,152
443,-147,0.10800599224428936,2.840178966522217,119
444,-586,0.10746596228306791,2.840178966522217,448
445,-490,0.10692863247165257,2.840178966522217,199
446,-22,0.1063939893092943,2.840178966522217,79
447,-479,0.10586201936274783,-1.0720248222351074,216
448,-424,0.10533270926593409,-1.0720248222351074,395
449,-116,0.10480604571960442,-1.0720248222351074,49
450,108,0.1042820154910064,-1.0720248222351074,155
451,-428,0.10376060541355137,-1.0720248222351074,186
452,-1168,0.1032418023864836,-1.0720248222351074,500
453,-350,0.10272559337455119,-1.0720248222351074,348
454,73,0.10221196540767843,-1.0720248222351074,144
455,-71,0.10170090558064004,0.7342398166656494,11
456,-72,0.10119240105273684,0.7342398166656494,55
457,-446,0.10068643904747315,0.7342398166656494,302
458,101,0.10018300685223579,0.7342398166656494,37
459,-207,0.1,0.7342398166656494,115
460,-404,0.1,0.7342398166656494,198
461,59,0.1,0.7342398166656494,70
462,-291,0.1,0.7342398166656494,206
463,-564,0.1,0.04046344757080078,331
464,10,0.1,0.04046344757080078,204
465,-463,0.1,0.04046344757080078,400
466,-472,0.1,0.04046344757080078,350
467,-545,0.1,0.04046344757080078,297
468,-268,0.1,0.04046344757080078,310
469,-1331,0.1,0.04046344757080078,500
470,-115,0.1,0.04046344757080078,81
471,-50,0.1,2.608455181121826,100
472,-34,0.1,2.608455181121826,145
473,-896,0.1,2.608455181121826,301
474,-32,0.1,2.608455181121826,13
475,-47,0.1,2.608455181121826,215
476,-737,0.1,2.608455181121826,179
477,-189,0.1,2.608455181121826,234
478,-74,0.1,2.608455181121826,217
479,-62,0.1,-0.027112841606140137,11
480,28,0.1,-0.027112841606140137,95
481,-613,0.1,-0.027112841606140137,411
482,-97,0.1,-0.027112841606140137,112
483,24,0.1,-0.027112841606140137,79
484,-401,0.1,-0.027112841606140137,303
485,65,0.1,-0.027112841606140137,108
486,-416,0.1,-0.027112841606140137,385
487,-660,0.1,0.4067566394805908,244
488,-189,0.1,0.4067566394805908,87
489,-5,0.1,0.4067566394805908,43
490,-322,0.1,0.4067566394805908,219
491,-642,0.1,0.4067566394805908,225
492,-3,0.1,0.4067566394805908,121
493,-274,0.1,0.4067566394805908,154
494,-413,0.1,0.4067566394805908,244
495,14,0.1,-1.7080787420272827,268
496,13,0.1,-1.7080787420272827,35
497,-67,0.1,-1.7080787420272827,217
498,71,0.1,-1.7080787420272827,123
499,50,0.1,-1.7080787420272827,121
500,-117,0.1,-1.7080787420272827,216
501,-403,0.1,-1.7080787420272827,365
502,-20,0.1,-1.7080787420272827,161
503,-133,0.1,-3.2440998554229736,38
504,-21,0.1,-3.2440998554229736,23
505,8,0.1,-3.2440998554229736,21
506,33,0.1,-3.2440998554229736,54
507,-65,0.1,-3.2440998554229736,136
508,-415,0.1,-3.2440998554229736,334
509,-708,0.1,-3.2440998554229736,263
510,31,0.1,-3.2440998554229736,73
511,-17,0.1,8.171187400817871,88
512,-112,0.1,8.171187400817871,170
513,-167,0.1,8.171187400817871,328
514,-40,0.1,8.171187400817871,242
515,-9,0.1,8.171187400817871,33
516,-83,0.1,8.171187400817871,153
517,-23,0.1,8.171187400817871,97
518,-353,0.1,8.171187400817871,84
519,-5,0.1,-0.5403414368629456,29
520,-220,0.1,-0.5403414368629456,87
521,-35,0.1,-0.5403414368629456,147
522,-372,0.1,-0.5403414368629456,247
523,-63,0.1,-0.5403414368629456,154
524,-23,0.1,-0.5403414368629456,108
525,20,0.1,-0.5403414368629456,122
526,-120,0.1,-0.5403414368629456,237
527,-241,0.1,3.4006199836730957,154
528,-31,0.1,3.4006199836730957,148
529,-141,0.1,3.4006199836730957,135
530,6,0.1,3.4006199836730957,154
531,-293,0.1,3.4006199836730957,284
532,-1248,0.1,3.4006199836730957,500
533,-148,0.1,3.4006199836730957,179
534,0,0.1,3.4006199836730957,70
535,-56,0.1,-1.3425015211105347,40
536,-346,0.1,-1.3425015211105347,265
537,-416,0.1,-1.3425015211105347,233
538,117,0.1,-1.3425015211105347,106
539,-15,0.1,-1.3425015211105347,56
540,-53,0.1,-1.3425015211105347,30
541,-168,0.1,-1.3425015211105347,131
542,-122,0.1,-1.3425015211105347,129
543,-234,0.1,6.859721660614014,256
544,198,0.1,6.859721660614014,97
545,-6,0.1,6.859721660614014,89
546,4,0.1,6.859721660614014,204
547,34,0.1,6.859721660614014,98
548,51,0.1,6.859721660614014,97
549,-86,0.1,6.859721660614014,124
550,-100,0.1,6.859721660614014,149
551,-30,0.1,6.831521511077881,188
552,-64,0.1,6.831521511077881,70
553,-66,0.1,6.831521511077881,191
554,-454,0.1,6.831521511077881,409
555,89,0.1,6.831521511077881,66
556,181,0.1,6.831521511077881,54
557,-521,0.1,6.831521511077881,500
558,-209,0.1,6.831521511077881,317
559,-74,0.1,8.929256439208984,69
560,-56,0.1,8.929256439208984,127
561,19,0.1,8.929256439208984,45
562,93,0.1,8.929256439208984,150
563,-221,0.1,8.929256439208984,192
564,-408,0.1,8.929256439208984,212
565,15,0.1,8.929256439208984,178
566,107,0.1,8.929256439208984,56
567,-144,0.1,2.2788302898406982,156
568,-89,0.1,2.2788302898406982,123
569,12,0.1,2.2788302898406982,234
570,-204,0.1,2.2788302898406982,252
571,-95,0.1,2.2788302898406982,21
572,-62,0.1,2.2788302898406982,13
573,-179,0.1,2.2788302898406982,246
574,-178,0.1,2.2788302898406982,298
575,-197,0.1,1.6432418823242188,204
576,81,0.1,1.6432418823242188,242
577,-119,0.1,1.6432418823242188,152
578,-69,0.1,1.6432418823242188,101
579,-360,0.1,1.6432418823242188,416
580,-91,0.1,1.6432418823242188,142
581,413,0.1,1.6432418823242188,262
582,-205,0.1,1.6432418823242188,300
583,-706,0.1,-1.5838096141815186,440
584,-768,0.1,-1.5838096141815186,469
585,-76,0.1,-1.5838096141815186,84
586,-276,0.1,-1.5838096141815186,259
587,-203,0.1,-1.5838096141815186,382
588,-8,0.1,-1.5838096141815186,200
589,-104,0.1,-1.5838096141815186,196
590,-40,0.1,-1.5838096141815186,194
591,-62,0.1,0.7592224478721619,134
592,-126,0.1,0.7592224478721619,364
593,-401,0.1,0.7592224478721619,318
594,-694,0.1,0.7592224478721619,500
